place_name,description,state,view,from_date_1,to_date_1,from_date,to_date,price,original_price,price_str,rating,no_of_rates
Apartment in Seaside Heights,"Ocean Block apartment unit B,steps away from beach",Iowa,189,4/30/2023,5/5/2023,4/30/2023,5/5/2023,132,132,$132 night$132 per night,4.8,27
Condo in Seaside Heights,"FANTASTIC -2 BR, 2 Blocks to beach, pool, balcony",Iowa,145,4/23/2023,4/28/2023,4/23/2023,4/28/2023,119,119,$119 night$119 per night,4.9,25
Home in Stafford Township,The Mullet House-Business in front…party in back !,Iowa,151,4/21/2023,4/26/2023,4/21/2023,4/26/2023,300,300,$300 night$300 per night,5,18
Home in Monroe Township,Experience the perfect blend of nature & comfort!,Iowa,108,5/13/2023,5/18/2023,5/13/2023,5/18/2023,117,117,$117 night$117 per night,4.9,68
Home in Manasquan,Manasquan Mermaid Manor LLC,Iowa,257,4/19/2023,4/26/2023,4/19/2023,4/26/2023,225,250,"$250 $225 night$225 per night, originally $250",4.9,71
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Iowa,137,4/24/2023,4/29/2023,4/24/2023,4/29/2023,241,241,$241 night$241 per night,4.8,9
Home in Sea Bright,Wake up w/ OCEAN Views in SEABRIGHT!!!,Iowa,134,4/19/2023,4/25/2023,4/19/2023,4/25/2023,199,249,"$249 $199 night$199 per night, originally $249",4.9,26
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,Iowa,106,4/29/2023,5/4/2023,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Vacation home in Seaside Park,"Amazing 4 bedroom stay, 4 houses from the beach!",Iowa,189,4/23/2023,4/28/2023,4/23/2023,4/28/2023,200,275,"$275 $200 night$200 per night, originally $275",4.9,10
Home in Point Pleasant Beach,Point Pleasant Beach -Ocean Ave Rental# # 2,Iowa,100,4/22/2023,4/28/2023,4/22/2023,4/28/2023,204,204,$204 night$204 per night,4.8,42
Home in Belmar,Renovated Home with a Spacious Yard,Iowa,114,4/19/2023,4/24/2023,4/19/2023,4/24/2023,221,253,"$253 $221 night$221 per night, originally $253",4.8,93
Home in Stafford Township,The Mullet House-Business in front…party in back !,Iowa,151,4/21/2023,4/26/2023,4/21/2023,4/26/2023,300,300,$300 night$300 per night,5,18
Cottage in Seaside Park,"Beach Getaway - 3BR,A/C,1 Block to Beach 6 badges",Iowa,207,5/29/2023,6/3/2023,5/29/2023,6/3/2023,421,421,$421 night$421 per night,4.8,145
Bungalow in Point Pleasant Beach,Pt. Pleasant Bch bungalow 60 steps from Beach,Iowa,188,4/19/2023,4/24/2023,4/19/2023,4/24/2023,225,265,"$265 $225 night$225 per night, originally $265",4.9,33
Place to stay in Lambertville,Quaint Cottage in Lambertville,Iowa,140,4/24/2023,4/29/2023,4/24/2023,4/29/2023,179,179,$179 night$179 per night,4.9,329
Vacation home in Neptune Township,Boutique Ocean Grove & Asbury Park Sea View Gem!!,Iowa,117,4/19/2023,4/24/2023,4/19/2023,4/24/2023,349,500,"$500 $349 night$349 per night, originally $500",4.9,30
Home in Neptune City,Brand New Bradley Park Beach House!,Iowa,143,5/11/2023,5/18/2023,5/11/2023,5/18/2023,272,320,"$320 $272 night$272 per night, originally $320",4.8,6
Home in Surf City,"Cozy beach house, steps from the bay and ocean",Iowa,116,4/30/2023,5/5/2023,4/30/2023,5/5/2023,240,240,$240 night$240 per night,4.9,11
Home in Lambertville,"Mayor's Mansion of Lambertville, an absolute gem!",Iowa,175,4/30/2023,5/5/2023,4/30/2023,5/5/2023,569,569,$569 night$569 per night,4.9,95
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,Iowa,149,5/18/2023,5/23/2023,5/18/2023,5/23/2023,215,215,$215 night$215 per night,4.9,82
Private room in Seaside Heights,Ortley Beach,Kansas,234,NA,NA,NA,NA,403,403,£325 total£325 totalShow price breakdown,4.8,321
Private room in Beachwood,"Almost ""down by the river side"" (green room)",Kansas,134,NA,NA,NA,NA,611.32,611.32,£493 total£493 totalShow price breakdown,4.9,181
Home in Berlin,100% Private Fits 1 to 9 Guests,Kansas,178,NA,NA,NA,NA,651,651,"£525 £404 totalShow price breakdown£404 total, originally £525",4.8,41
Private room in Asbury Park,Large private bedroom in Asbury Park,Kansas,216,NA,NA,NA,NA,394.32,394.32,£318 total£318 totalShow price breakdown,4.9,61
Cottage in Lake Como,Sea Glass & Lavender Cottage,Kansas,236,NA,NA,NA,NA,1151.96,1151.96,"£929 £737 totalShow price breakdown£737 total, originally £929",4.9,70
Private room in New Brunswick,Rm #3 Lg Private Rm by Rutgers+NYC + Jersey Shore,Kansas,146,NA,NA,NA,NA,359.6,359.6,£290 total£290 totalShow price breakdown,4.9,665
Private room in Manasquan,The Sea Loft,Kansas,321,NA,NA,NA,NA,1.24,1.24,"£1,100 £1,016 totalShow price breakdown£1,016 total, originally £1,100",4.9,63
Private room in Red Bank,Red Bank ~ a cool little town at the Jersey Shore,Kansas,151,NA,NA,NA,NA,659.68,659.68,£532 total£532 totalShow price breakdown,4.9,242
Guest house in Lawrence Township,Adorable studio cottage near Princeton,Kansas,156,NA,NA,NA,NA,745.24,745.24,£601 total£601 totalShow price breakdown,4.8,93
Flat in Langhorne,Glamorous Marilyn Monroe Suite in Bucks County,Kansas,182,NA,NA,NA,NA,1.24,1.24,"£1,141 total£1,141 totalShow price breakdown",5,18
Home in Monroe Township,Experience the perfect blend of nature & comfort!,Kansas,108,NA,NA,NA,NA,838.24,838.24,£676 total£676 totalShow price breakdown,4.9,68
Home in Barnegat Light,2 Night Minimum LBI Barnegat Light NJ 2 BR 1 B,Kansas,257,NA,NA,NA,NA,1.24,1.24,"£1,304 £1,089 totalShow price breakdown£1,089 total, originally £1,304",4.9,205
Apartment in Hopewell,Private apartment in 1890’s chocolate factory.,Kansas,153,NA,NA,NA,NA,1123.44,1123.44,£906 total£906 totalShow price breakdown,4.8,82
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,Kansas,104,NA,NA,NA,NA,957.28,957.28,£772 total£772 totalShow price breakdown,4.9,90
Farm stay in Pemberton,Private Apartment. Welcome to the farm!,Kansas,131,NA,NA,NA,NA,828.32,828.32,£668 total£668 totalShow price breakdown,4.9,205
Home in Little Egg Harbor Township,Blue Lagoon Retreat w/ Dock & Water Toys!,Kansas,124,NA,NA,NA,NA,1.24,1.24,"£1,023 £942 totalShow price breakdown£942 total, originally £1,023",4.9,46
Home in Red Bank,Quiet 2 bedroom with resort setting,Kansas,140,NA,NA,NA,NA,1092.44,1092.44,£881 total£881 totalShow price breakdown,4.9,43
Home in Ewing Township,Cozy 2-bedroom home on quiet dead end street,Kansas,288,NA,NA,NA,NA,739.04,739.04,£596 total£596 totalShow price breakdown,4.8,110
Guesthouse in Seaside Park,Little Cottage Steps from the Beach,Kansas,107,NA,NA,NA,NA,178,178,$178 CAD night$178 CAD per night,4.9,127
Home in Neptune Township,The Stockton - Victorian Ocean Grove near Asbury,Kansas,237,NA,5/3/2023,NA,5/3/2023,299,299,$299 CAD night$299 CAD per night,4.9,272
Cabin in Medford,Medford Lake! Pine Barrens Lakefront Beach Resort!,Kansas,234,NA,NA,NA,NA,665,665,$665 CAD night$665 CAD per night,5,20
Condo in Long Beach Township,Cozy LBI Studio close to the beach.,Kansas,211,NA,NA,NA,NA,208,208,$208 CAD night$208 CAD per night,4.9,412
Apartment in Point Pleasant Beach,Close to beach,Kansas,125,5/6/2023,5/13/2023,5/6/2023,5/13/2023,262,262,$262 CAD night$262 CAD per night,4.8,309
Home in Seaside Heights,Comfortable Trendy seaside home,Kansas,701,NA,NA,NA,NA,261,261,$261 CAD night$261 CAD per night,5,14
Condo in Seaside Park,Cozy Seaside Park Condo,Kansas,151,NA,NA,NA,NA,205,102.5,"$205 CAD $185 CAD night$185 CAD per night, originally $205 CAD",4.9,29
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",Kansas,124,NA,NA,NA,NA,294,294,$294 CAD night$294 CAD per night,4.8,43
Bungalow in Lavallette,Ocean Beach III Shore Bungalow,Kansas,113,NA,NA,NA,NA,370,185,"$370 CAD $303 CAD night$303 CAD per night, originally $370 CAD",4.9,53
Vacation home in Asbury Park,Brand new vacation home near downtown,Kansas,227,NA,NA,NA,NA,305,305,$305 CAD night$305 CAD per night,4.9,42
Home in Hammonton,Sweetwater House on the Mullica River,Kansas,139,NA,NA,NA,NA,734,734,$734 CAD night$734 CAD per night,4.9,21
Guesthouse in Highlands,The Bungalow at Sandy Hook House,Kansas,173,5/14/2023,5/21/2023,5/14/2023,5/21/2023,268,268,$268 CAD night$268 CAD per night,4.8,14
Cottage in Lavallette,Cute Cottage,Kansas,312,5/14/2023,5/19/2023,5/14/2023,5/19/2023,299,149.5,"$299 CAD $249 CAD night$249 CAD per night, originally $299 CAD",4.9,91
Home in Berkeley Township,Sunsets that never quit!,Kansas,309,NA,NA,NA,NA,435,217.5,"$435 CAD $362 CAD night$362 CAD per night, originally $435 CAD",4.9,155
Apartment in Asbury Park,"Asbury Park Gem #3, Sleeps up to 4 in 1bd apt.!",Kansas,235,5/15/2023,5/20/2023,5/15/2023,5/20/2023,300,300,$300 CAD night$300 CAD per night,4.9,81
Home in Seaside Heights,Steps Away from Seaside Heights Boardwalk!,Kansas,281,NA,NA,NA,NA,235,235,$235 CAD night$235 CAD per night,4.8,111
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,Kansas,106,4/29/2023,5/4/2023,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Condo in Seaside Heights,5-minute walk to beach! Seaside Heights 2 bedroom!,Kansas,194,4/23/2023,4/28/2023,4/23/2023,4/28/2023,135,178,"$178 $135 night$135 per night, originally $178",4.9,36
Home in Keansburg,Beach House with semi-private Beach access.,Kansas,177,4/24/2023,4/29/2023,4/24/2023,4/29/2023,240,240,$240 night$240 per night,4.9,41
Home in Lavallette,Shore Haven Walk to beach and bay,Kansas,120,5/4/2023,5/9/2023,5/4/2023,5/9/2023,260,260,$260 night$260 per night,5,87
Apartment in Neptune Township,Two Bedroom || 2.5 Blocks To The Beach,Kansas,178,4/22/2023,4/27/2023,4/22/2023,4/27/2023,160,160,$160 night$160 per night,4.8,146
Apartment in Hammonton,Casa de Sweetwater- 3 bedroom- Waterfront,Kansas,105,4/19/2023,4/24/2023,4/19/2023,4/24/2023,360,360,$360 night$360 per night,5,39
Condo in Beach Haven,Good Times & Tan Lines @ the Victoria Rose,Kansas,133,4/19/2023,4/26/2023,4/19/2023,4/26/2023,199,199,$199 night$199 per night,4.8,22
Home in Long Branch,New house! 3 blocks to the beach!,Kansas,600,5/21/2023,5/26/2023,5/21/2023,5/26/2023,420,420,$420 night$420 per night,5,19
Apartment in Asbury Park,Lovely 1-Bedroom Apartment Steps from AP Beaches,Kansas,144,4/24/2023,4/29/2023,4/24/2023,4/29/2023,153,305,"$305 $153 night$153 per night, originally $305",4.8,5
Home in Spring Lake,Entire House in Spring Lake Heights,Kansas,120,5/13/2023,5/18/2023,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,Kansas,123,5/3/2023,5/8/2023,5/3/2023,5/8/2023,399,399,$399 night$399 per night,5,15
Home in Sea Bright,Wake up w/ OCEAN Views in SEABRIGHT!!!,Kansas,134,4/19/2023,4/25/2023,4/19/2023,4/25/2023,199,249,"$249 $199 night$199 per night, originally $249",4.9,26
Tiny home in Belmar,Best Couples Retreat Greatest Location of Belmar,Kansas,183,4/30/2023,5/5/2023,4/30/2023,5/5/2023,220,220,$220 night$220 per night,4.8,135
Home in Long Beach Township,Cabin by the Sea w/ parking in Beach Haven,Kansas,173,4/23/2023,4/29/2023,4/23/2023,4/29/2023,258,258,$258 night$258 per night,4.9,55
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,Kansas,202,4/20/2023,4/25/2023,4/20/2023,4/25/2023,624,624,$624 night$624 per night,4.9,144
Home in Ocean Township,House on the Lagoon,Kansas,103,4/20/2023,4/25/2023,4/20/2023,4/25/2023,420,420,$420 night$420 per night,5,33
Home in Ocean Gate,The perfect place to escape,Kansas,100,5/11/2023,5/17/2023,5/11/2023,5/17/2023,475,475,$475 night$475 per night,4.9,155
Home in Point Pleasant Beach,Walk To Beach From Stylish Home,Kansas,541,4/23/2023,4/28/2023,4/23/2023,4/28/2023,263,343,"$343 $263 night$263 per night, originally $343",4.9,11
Apartment in Seaside Heights,Beautiful Beach Block Retreat (1305-3),Kansas,233,4/27/2023,5/2/2023,4/27/2023,5/2/2023,240,240,$240 night$240 per night,4.8,84
Bungalow in Point Pleasant Beach,Pt. Pleasant Bch bungalow 60 steps from Beach,Kansas,188,4/19/2023,4/24/2023,4/19/2023,4/24/2023,225,265,"$265 $225 night$225 per night, originally $265",4.9,33
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,Kansas,106,4/29/2023,5/4/2023,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,Kansas,149,5/18/2023,5/23/2023,5/18/2023,5/23/2023,251.5,251.5,BZ$503 BZD nightBZ$503 BZD per night,4.9,82
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Kansas,137,4/24/2023,4/29/2023,4/24/2023,4/29/2023,280.5,280.5,BZ$561 BZD nightBZ$561 BZD per night,4.8,9
Vacation home in Stafford Township,The Marsh Bungalow - a NEW Home 2 miles from LBI!,Kansas,272,5/29/2023,6/3/2023,5/29/2023,6/3/2023,476,476,BZ$952 BZD nightBZ$952 BZD per night,4.9,23
Home in Manasquan,Manasquan Mermaid Manor LLC,Kansas,257,4/19/2023,4/26/2023,4/19/2023,4/26/2023,262.5,262.5,"BZ$576 BZD BZ$525 BZD nightBZ$525 BZD per night, originally BZ$576 BZD",4.9,71
Cottage in Seaside Heights,"Cute cottage 300 ft to beach, off-street parking",Kansas,222,4/19/2023,4/24/2023,4/19/2023,4/24/2023,315.5,315.5,BZ$631 BZD nightBZ$631 BZD per night,4.9,12
Townhouse in Seaside Heights,3BR 2BA One-Block Walk to Seaside Hgts Boardwalk,Kansas,165,4/29/2023,5/4/2023,4/29/2023,5/4/2023,264,264,BZ$528 BZD nightBZ$528 BZD per night,4.8,110
Home in Stafford Township,The Mullet House-Business in front…party in back !,Kansas,151,4/21/2023,4/26/2023,4/21/2023,4/26/2023,349.5,349.5,BZ$699 BZD nightBZ$699 BZD per night,5,18
Home in Belmar,Belmar Jersey Shore Vacation Getaway,Kansas,176,4/30/2023,5/5/2023,4/30/2023,5/5/2023,364,364,BZ$728 BZD nightBZ$728 BZD per night,4.8,37
Guesthouse in Seaside Park,Little Cottage Steps from the Beach,Kentucky,107,9/30/2023,10/5/2023,9/30/2023,10/5/2023,86,86,$86 night$86 per night,4.9,127
Home in Neptune Township,The Stockton - Victorian Ocean Grove near Asbury,Kentucky,237,4/27/2023,5/3/2023,4/27/2023,5/3/2023,163,163,$163 night$163 per night,4.9,272
Condo in Matawan,"1 Bedroom,1 Bath,1 Full Kit,1 Liv Rm Furnished 311",Kentucky,214,5/7/2023,5/12/2023,5/7/2023,5/12/2023,99,99,$99 night$99 per night,4.8,85
Cottage in Lavallette,Cute Cottage,Kentucky,312,5/14/2023,5/19/2023,5/14/2023,5/19/2023,118,155,"$155 $118 night$118 per night, originally $155",4.9,91
Home in Hammonton,Sweetwater House on the Mullica River,Kentucky,139,4/19/2023,4/24/2023,4/19/2023,4/24/2023,398,398,$398 night$398 per night,4.9,21
Home in Seaside Heights,Comfortable Trendy seaside home,Kentucky,701,4/23/2023,4/28/2023,4/23/2023,4/28/2023,120,120,$120 night$120 per night,5,14
Home in Ewing Township,Cozy 2-bedroom home on quiet dead end street,Kentucky,288,4/24/2023,4/29/2023,4/24/2023,4/29/2023,100,100,$100 night$100 per night,4.8,110
Bungalow in Lavallette,Ocean Beach III Shore Bungalow,Kentucky,113,4/19/2023,4/24/2023,4/19/2023,4/24/2023,150,200,"$200 $150 night$150 per night, originally $200",4.9,53
Home in Berkeley Township,Sunsets that never quit!,Kentucky,309,4/23/2023,4/28/2023,4/23/2023,4/28/2023,195,250,"$250 $195 night$195 per night, originally $250",4.9,155
Vacation home in Asbury Park,Brand new vacation home near downtown,Kentucky,227,4/23/2023,4/28/2023,4/23/2023,4/28/2023,164,164,$164 night$164 per night,4.9,42
Condo in Seaside Park,Cozy Seaside Park Condo,Kentucky,151,4/24/2023,4/30/2023,4/24/2023,4/30/2023,85,100,"$100 $85 night$85 per night, originally $100",4.9,29
Condo in Long Beach Township,Cozy LBI Studio close to the beach.,Kentucky,211,4/23/2023,4/28/2023,4/23/2023,4/28/2023,109,109,$109 night$109 per night,4.9,412
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",Kentucky,124,4/20/2023,4/26/2023,4/20/2023,4/26/2023,154,154,$154 night$154 per night,4.8,43
Apartment in Point Pleasant Beach,Close to beach,Kentucky,125,5/6/2023,5/13/2023,5/6/2023,5/13/2023,144,144,$144 night$144 per night,4.8,309
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,Kentucky,202,4/20/2023,4/25/2023,4/20/2023,4/25/2023,624,624,$624 night$624 per night,4.9,144
Apartment in Neptune Township,Two Bedroom || 2.5 Blocks To The Beach,Kentucky,178,4/22/2023,4/27/2023,4/22/2023,4/27/2023,160,160,$160 night$160 per night,4.8,146
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,Kentucky,166,4/23/2023,4/28/2023,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Home in Red Bank,Freshly renovated 1 mile from Downtown Redbank,Kentucky,120,4/30/2023,5/5/2023,4/30/2023,5/5/2023,199,199,$199 night$199 per night,4.9,32
Home in Ocean Township,House on the Lagoon,Kentucky,103,4/20/2023,4/25/2023,4/20/2023,4/25/2023,420,420,$420 night$420 per night,5,33
Home in Little Egg Harbor Township,"M & M Waterfront Rental in Mystic Island, N.J.",Kentucky,119,4/19/2023,4/25/2023,4/19/2023,4/25/2023,225,225,$225 night$225 per night,5,88
Home in Princeton,Large Exclusive Home Near Town • Giant Yard • 4BR,Kentucky,129,4/22/2023,4/27/2023,4/22/2023,4/27/2023,255,255,$255 night$255 per night,4.8,33
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",Kentucky,268,5/7/2023,5/12/2023,5/7/2023,5/12/2023,250,300,"$300 $250 night$250 per night, originally $300",5,23
Apartment in Seaside Heights,"Ocean Block apartment unit B,steps away from beach",Kentucky,189,4/30/2023,5/5/2023,4/30/2023,5/5/2023,132,132,$132 night$132 per night,4.8,27
Home in New Hope,Charming Victorian in the heart of New Hope,Kentucky,114,5/2/2023,5/7/2023,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Home in Long Branch,*HIDDEN GEM* Renovated Beach House-walk to beach,Kentucky,200,6/10/2023,6/15/2023,6/10/2023,6/15/2023,600,600,$600 night$600 per night,5,8
Apartment in Asbury Park,"Peewees Beach House - 2 bedroom, 1 Bathroom",Kentucky,105,4/21/2023,4/26/2023,4/21/2023,4/26/2023,198,221,"$221 $198 night$198 per night, originally $221",5,26
Home in Sea Bright,Wake up w/ OCEAN Views in SEABRIGHT!!!,Kentucky,134,4/19/2023,4/25/2023,4/19/2023,4/25/2023,199,249,"$249 $199 night$199 per night, originally $249",4.9,26
Home in Spring Lake,Entire House in Spring Lake Heights,Kentucky,120,5/13/2023,5/18/2023,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Townhouse in Beach Haven,Loft Style 1 Bedroom In The Heart of Beach Haven!,Kentucky,157,5/12/2023,5/17/2023,5/12/2023,5/17/2023,345,345,$345 night$345 per night,4.9,32
Home in Ocean Gate,The perfect place to escape,Kentucky,100,5/11/2023,5/17/2023,5/11/2023,5/17/2023,475,475,$475 night$475 per night,4.9,155
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,Kentucky,149,5/18/2023,5/23/2023,5/18/2023,5/23/2023,215,215,$215 night$215 per night,4.9,82
Vacation home in Manasquan,Sunny Beach House with Ocean View,Kentucky,123,8/1/2023,8/6/2023,8/1/2023,8/6/2023,704,704,$704 night$704 per night,4.9,15
Vacation home in Neptune Township,Boutique Ocean Grove & Asbury Park Sea View Gem!!,Kentucky,117,4/19/2023,4/24/2023,4/19/2023,4/24/2023,NA,NA,"€ 629 € 491 night€ 491 per night, originally € 629",4.9,30
Vacation home in Manasquan,Sunny Beach House with Ocean View,Kentucky,123,8/1/2023,8/6/2023,8/1/2023,8/6/2023,NA,NA,€ 872 night€ 872 per night,4.9,15
Home in Stafford Township,The Mullet House-Business in front…party in back !,Kentucky,151,4/21/2023,4/26/2023,4/21/2023,4/26/2023,NA,NA,€ 381 night€ 381 per night,5,18
Apartment in Hammonton,Casa de Sweetwater- 3 bedroom- Waterfront,Kentucky,105,4/19/2023,4/24/2023,4/19/2023,4/24/2023,NA,NA,€ 452 night€ 452 per night,5,39
Home in Long Beach Township,Cabin by the Sea w/ parking in Beach Haven,Kentucky,173,4/23/2023,4/29/2023,4/23/2023,4/29/2023,NA,NA,€ 332 night€ 332 per night,4.9,55
Home in Lavallette,"Ocean View Beach Getaway 3BR, 2Bath, A/C, 8 badges",Kentucky,286,6/11/2023,6/16/2023,6/11/2023,6/16/2023,NA,NA,€ 995 night€ 995 per night,4.9,168
Home in Manasquan,Manasquan Mermaid Manor LLC,Kentucky,257,4/19/2023,4/26/2023,4/19/2023,4/26/2023,NA,NA,"€ 312 € 289 night€ 289 per night, originally € 312",4.9,71
